Year,Deal date,Title,Author,Publisher (best-effort),Category,Content term(s),Deal ID,Deal URL
2000,15-Dec-00,THRESHOLD,Frances Sherwood,Norton,Fiction,Jewish,1415,https://www.publishersmarketplace.com/deals/ss.cgi?d=1415
2001,22-May-01,IN THE IMAGE,Dara Horn,Norton,Fiction,Jewish,356,https://www.publishersmarketplace.com/deals/ss.cgi?d=356
2001,25-Jun-01,THE ASCENT OF ELI ISRAEL AND OTHER STORIES OF JERUSALEM,Jon Papernick,Arcade,Fiction,Israel,258,https://www.publishersmarketplace.com/deals/ss.cgi?d=258
2001,1-Oct-01,YOUR MOUTH IS LOVELY,Nancy Richler,Ecco,Fiction,Jewish,863,https://www.publishersmarketplace.com/deals/ss.cgi?d=863
2002,5-Mar-02,THE LIFE OF VALENTINE,Binnie Kirshenbaum,Ecco,Fiction,Jewish,1972,https://www.publishersmarketplace.com/deals/ss.cgi?d=1972
2002,6-May-02,A TRUMPET IN THE WADI,Sami Michael,Simon & Schuster,Fiction,Israel; Israeli,2348,https://www.publishersmarketplace.com/deals/ss.cgi?d=2348
2002,6-Aug-02,THE LAST JIHAD,Joel C. Rosenberg,Forge,Fiction,Israel; Israeli,2917,https://www.publishersmarketplace.com/deals/ss.cgi?d=2917
2002,12-Apr-02,MINA,Jonatha Ceely,Bantam Dell,Fiction,Jewish,2198,https://www.publishersmarketplace.com/deals/ss.cgi?d=2198
2002,20-Jun-02,"THANK YOU, PLEASE HOLD",Kim Green,Bantam Dell,Fiction,Jewish,2637,https://www.publishersmarketplace.com/deals/ss.cgi?d=2637
2002,4-Sep-02,THE THEATER OF CONSOLATION,Lilian Nattel,Scribner,Fiction,Jewish,3070,https://www.publishersmarketplace.com/deals/ss.cgi?d=3070
2002,26-Nov-02,ANATEVKA TENDER,Naama Goldstein,Scribner,Fiction,Jewish; Israel,3771,https://www.publishersmarketplace.com/deals/ss.cgi?d=3771
2002,2-Jul-02,LOST TRIBE,Paul Zakrzewski,Harper,Fiction,Jewish,2700,https://www.publishersmarketplace.com/deals/ss.cgi?d=2700
2002,15-Mar-02,BEIJING,Phil Gambone,University of Wisconsin Press,Fiction,Jews,2033,https://www.publishersmarketplace.com/deals/ss.cgi?d=2033
2003,3-Feb-03,THE VIEW FROM STALIN'S HEAD,Aaron Hamburger,Random House Trade Paperbacks,Fiction,Jewish,4137,https://www.publishersmarketplace.com/deals/ss.cgi?d=4137
2003,10-Nov-03,PHANTOM PAIN,Arnon Grunberg,Other Press,Fiction,Jewish,6614,https://www.publishersmarketplace.com/deals/ss.cgi?d=6614
2003,14-Oct-03,CHICKEN DREAMING CORN,Roy Hoffman,University of Georgia Press,Fiction,Jewish,6306,https://www.publishersmarketplace.com/deals/ss.cgi?d=6306
2003,29-Apr-03,CROSSING CALIFORNIA,Adam Langer,Riverhead,Fiction: Debut,Jewish,4863,https://www.publishersmarketplace.com/deals/ss.cgi?d=4863
2003,27-Mar-03,untitled,Walter Zacharius,Atria,Fiction,Israel,4567,https://www.publishersmarketplace.com/deals/ss.cgi?d=4567
2003,1-Oct-03,THE J.A.P. CHRONICLES,Isabel Rose,Doubleday,Fiction,Jewish,6199,https://www.publishersmarketplace.com/deals/ss.cgi?d=6199
2003,24-Jan-03,GAZA STATION,Joel C. Rosenberg,Forge,Fiction,Israel,4068,https://www.publishersmarketplace.com/deals/ss.cgi?d=4068
2003,5-Feb-03,OY PIONEER!,Marleen S. Barr,University of Wisconsin Press,Fiction,Jewish,4164,https://www.publishersmarketplace.com/deals/ss.cgi?d=4164
2003,10-Dec-03,NOT ME,Michael Lavigne,Random House,Fiction,Jewish,6907,https://www.publishersmarketplace.com/deals/ss.cgi?d=6907
2003,1-Oct-03,THE WAY OF THE WHORE,Tamara Faith Berger,Gutter Press,Fiction,Jewish,6195,https://www.publishersmarketplace.com/deals/ss.cgi?d=6195
2003,20-May-03,NOWHERE IN AFRICA,Stefanie Zweig,University of Wisconsin Press,Fiction,Jewish,5046,https://www.publishersmarketplace.com/deals/ss.cgi?d=5046
2003,27-Aug-03,BETTER HOMES AND HUSBANDS,Valerie Ann Leff,St. Martin's,Fiction,Jewish,5869,https://www.publishersmarketplace.com/deals/ss.cgi?d=5869
2003,19-Mar-03,SOME DANGER INVOLVED,Will Thomas,Touchstone,Fiction,Jewish,4517,https://www.publishersmarketplace.com/deals/ss.cgi?d=4517
2004,31-Mar-04,A WALL OF LIGHT,Edeet Ravel,Harper,Fiction: General/Other,Israel,8041,https://www.publishersmarketplace.com/deals/ss.cgi?d=8041
2004,17-Oct-04,SOLOMON VS. LORD,Paul Levine,Bantam Dell,Fiction: General/Other,Jewish,10144,https://www.publishersmarketplace.com/deals/ss.cgi?d=10144
2004,24-Feb-04,DIAMONDS TAKE FOREVER,Jessica Jiji,Avon,Fiction: Romance,Jewish,7587,https://www.publishersmarketplace.com/deals/ss.cgi?d=7587
2004,6-Apr-04,GUARDIAN OF THE DAWN,Richard Zimler,Bantam Dell,Fiction: General/Other,Jewish,8105,https://www.publishersmarketplace.com/deals/ss.cgi?d=8105
2004,1-Dec-04,MATCHES,Alan Kaufman,"Little, Brown",Fiction: General/Other,Jew; Israeli,10777,https://www.publishersmarketplace.com/deals/ss.cgi?d=10777
2004,24-Feb-04,MUTUAL LIFE & CASUALTY,Elizabeth Poliner,The Permanent Press,Fiction: General/Other,Jewish,7588,https://www.publishersmarketplace.com/deals/ss.cgi?d=7588
2004,2-Mar-04,THE PLOT AGAINST AMERICA,Philip Roth,Houghton Mifflin,Fiction: General/Other,Jews,7654,https://www.publishersmarketplace.com/deals/ss.cgi?d=7654
2004,5-Feb-04,SCREAM QUEENS OF THE DEAD SEA,Gilad Elbom,Four Walls Eight Windows,Fiction: Debut,Israel,7347,https://www.publishersmarketplace.com/deals/ss.cgi?d=7347
2004,19-Oct-04,SUITE FRANCAISE,Irène Nemirovsky,Knopf,Fiction: General/Other,Jew,10170,https://www.publishersmarketplace.com/deals/ss.cgi?d=10170
2004,31-Aug-04,TALKING TO THE ENEMY,Avner Mandelman,Seven Stories,Fiction: General/Other,Israeli,9648,https://www.publishersmarketplace.com/deals/ss.cgi?d=9648
2004,10-Mar-04,THE DISTANCE BETWEEN US,Masha Hamilton,Unbridled Books,Fiction: General/Other,Israel,7797,https://www.publishersmarketplace.com/deals/ss.cgi?d=7797
2004,6-May-04,UTOPIA?,Kyra Vizas,Avon,Fiction: Romance,Jewish,8456,https://www.publishersmarketplace.com/deals/ss.cgi?d=8456
2004,3-May-04,WHY SHE MARRIED HIM,Myriam Chapman,Other Press,Fiction: Debut,Jewish,8424,https://www.publishersmarketplace.com/deals/ss.cgi?d=8424
2005,28-Oct-05,ASCENT,Danit Brown,Pantheon,Fiction: Debut,Israel,15132,https://www.publishersmarketplace.com/deals/ss.cgi?d=15132
2005,25-Jul-05,DISOBEDIENCE,Naomi Alderman,Touchstone Fireside,Fiction: Debut,Jewish,13761,https://www.publishersmarketplace.com/deals/ss.cgi?d=13761
2005,26-May-05,GOLDEN COUNTRY,Jennifer Gilmore,Scribner,Fiction: Debut,Jewish,12963,https://www.publishersmarketplace.com/deals/ss.cgi?d=12963
2005,13-Apr-05,IXTLAN,Robert Marshall,Carroll & Graf,Fiction: Debut,Jewish,12328,https://www.publishersmarketplace.com/deals/ss.cgi?d=12328
2005,14-Jun-05,PEEP SHOW,Joshua Braff,Algonquin,Fiction: General/Other,Jewish,13194,https://www.publishersmarketplace.com/deals/ss.cgi?d=13194
2005,30-Jun-05,BREAKFAST WITH THE ONES YOU LOVE,Eliot Fintushel,Bantam Spectra,Fiction: Debut,Jewish,13442,https://www.publishersmarketplace.com/deals/ss.cgi?d=13442
2005,29-Sep-05,SUMMER CROSSING,Truman Capote,Random House,Fiction: General/Other,Jewish,14652,https://www.publishersmarketplace.com/deals/ss.cgi?d=14652
2005,25-Aug-05,THE BOOK OF NAMES,Jill Gregory and Karen Tintori,St. Martin's,Fiction: Thriller,Jewish,14153,https://www.publishersmarketplace.com/deals/ss.cgi?d=14153
2005,13-Jan-05,THE BOOSTER,Jennifer Solow,Atria,Fiction: Debut,Jewish,11171,https://www.publishersmarketplace.com/deals/ss.cgi?d=11171
2005,27-Oct-05,THE DALLAS WOMEN'S GUIDE TO GOLD-DIGGING WITH PRIDE,J.C. Conklin,Ballantine,Fiction: Debut,Jewish,15107,https://www.publishersmarketplace.com/deals/ss.cgi?d=15107
2005,21-Apr-05,THE KOMMANDANT'S GIRL,Pam Jenoff,Mira,Fiction: Romance,Jewish,12479,https://www.publishersmarketplace.com/deals/ss.cgi?d=12479
2005,26-May-05,THE MASCOT,Mark Kurzem,Viking,Fiction: General/Other,Jewish,12870,https://www.publishersmarketplace.com/deals/ss.cgi?d=12870
2005,29-Aug-05,THE SCAR OF DAVID,Susan J. Abulhawa,New South,Fiction: Debut,Israel,14175,https://www.publishersmarketplace.com/deals/ss.cgi?d=14175
2005,16-Dec-05,THE SHIKSA SYNDROME,Laurie Graff,Red Dress Ink,Fiction: Romance,Jewish,15859,https://www.publishersmarketplace.com/deals/ss.cgi?d=15859
2005,12-Jul-05,WHEN YOU SAY YOU'RE A JEW,Elisa Albert,Free Press,Fiction: Debut,Jewish; Jew,13574,https://www.publishersmarketplace.com/deals/ss.cgi?d=13574
2006,22-Oct-06,A MAD DESIRE TO DANCE,Elie Wiesel,Knopf,Fiction: General/Other,Jewish,20621,https://www.publishersmarketplace.com/deals/ss.cgi?d=20621
2006,11-Jan-06,A WOMAN ALONE AT NIGHT,Tamara Faith Berger,Soft Skull,Fiction: General/Other,Jewish,16080,https://www.publishersmarketplace.com/deals/ss.cgi?d=16080
2006,2-May-06,ISAIAH & THE PROPHETESS,Mary Rourke,Crown,Fiction: General/Other,Hebrew,17973,https://www.publishersmarketplace.com/deals/ss.cgi?d=17973
2006,17-Apr-06,JWALANAGAR STORIES,Sophie Judah,Schocken Books,Fiction: Debut,Jews; Israel,17723,https://www.publishersmarketplace.com/deals/ss.cgi?d=17723
2006,27-Mar-06,LANDSMAN,Peter Melman,Counterpoint,Fiction: Debut,Jewish,17406,https://www.publishersmarketplace.com/deals/ss.cgi?d=17406
2006,6-Apr-06,ONE GOD AT MOST,Debra Galant,St. Martin's,Fiction: General/Other,Jewish,17592,https://www.publishersmarketplace.com/deals/ss.cgi?d=17592
2006,12-Sep-06,RASHI'S DAUGHTERS,Maggie Anton,Plume,Fiction: General/Other,Jewish; Jews,19937,https://www.publishersmarketplace.com/deals/ss.cgi?d=19937
2006,10-Aug-06,REMOTE CONTROL,Cynthia Polansky,Echelon Press,Fiction: Romance,Jewish,19558,https://www.publishersmarketplace.com/deals/ss.cgi?d=19558
2006,20-Sep-06,SANCTUARY,Molly Noble Bull,Tsaba House,Fiction: General/Other,Jewish,20107,https://www.publishersmarketplace.com/deals/ss.cgi?d=20107
2006,3-Oct-06,SHIKSA SYNDROME,Laurie Graff,Doubleday,Fiction: General/Other,Jewish,20373,https://www.publishersmarketplace.com/deals/ss.cgi?d=20373
2006,17-May-06,SONGS FOR THE BUTCHER'S DAUGHTER,Peter Manseau,Free Press,Fiction: Debut,Jewish,18262,https://www.publishersmarketplace.com/deals/ss.cgi?d=18262
2006,10-Aug-06,THE EDGE OF THE FENCE,Sara Young,Harcourt,Fiction: Debut,Jewish,19556,https://www.publishersmarketplace.com/deals/ss.cgi?d=19556
2006,3-Apr-06,THE END OF THE JEWS,Adam Mansbach,Spiegel & Grau,Fiction: General/Other,Jews,17496,https://www.publishersmarketplace.com/deals/ss.cgi?d=17496
2007,6-Feb-07,CASPIAN RAIN,Gina Nahai,MacAdam/Cage,Fiction: General/Other,Jewish,22316,https://www.publishersmarketplace.com/deals/ss.cgi?d=22316
2007,14-Mar-07,BEAUFORT,Ron Leshem,Bantam Dell,Fiction: Debut,Israeli,22989,https://www.publishersmarketplace.com/deals/ss.cgi?d=22989
2007,9-Mar-07,CLOSE TO JEDENEW and MARA KOGOJ,Kevin Vennemann,Melville House,Fiction: Debut,Jewish,22919,https://www.publishersmarketplace.com/deals/ss.cgi?d=22919
2007,22-Jan-07,HOLDING MY BREATH,Sidura Ludwig,Shaye Areheart Books,Fiction: Debut,Jewish,22021,https://www.publishersmarketplace.com/deals/ss.cgi?d=22021
2007,21-Mar-07,MY LIFE AT FIRST TRY,Mark Budman,Counterpoint,Fiction: Debut,Jewish,23095,https://www.publishersmarketplace.com/deals/ss.cgi?d=23095
2007,17-Aug-07,WHAT HAPPENED TO ANNA K,Irina Reyn,Touchstone Fireside,Fiction: Debut,Jewish,25656,https://www.publishersmarketplace.com/deals/ss.cgi?d=25656
2007,10-Sep-07,WHO BY FIRE,Diana Spechler,Harper,Fiction: Debut,Jewish,25988,https://www.publishersmarketplace.com/deals/ss.cgi?d=25988
2007,5-Sep-07,WHO KILLED ART DECO?,Chuck Barris,Simon & Schuster,Fiction: Mystery/Crime,Jewish,25902,https://www.publishersmarketplace.com/deals/ss.cgi?d=25902
2008,17-Dec-08,DISPLACED PERSONS,Ghita Schwarz,William Morrow,Fiction: Debut,Jewish,35488,https://www.publishersmarketplace.com/deals/ss.cgi?d=35488
2008,25-Feb-08,EVERY HOME NEEDS A BALCONY,Rina Frank,Harper,Fiction: Debut,Jewish; Israel; Israeli,29308,https://www.publishersmarketplace.com/deals/ss.cgi?d=29308
2008,3-Nov-08,PANORAMA,H.G. Adler,Random House,Fiction: General/Other,Jews,34454,https://www.publishersmarketplace.com/deals/ss.cgi?d=34454
2008,2-Dec-08,STONES,Michael Aaron Rockland,Hansen,Fiction: General/Other,Jewish,35106,https://www.publishersmarketplace.com/deals/ss.cgi?d=35106
2008,8-Jul-08,STONES OF FIRE,Chloe Palov,Berkley,Fiction: Debut,Hebrew,32147,https://www.publishersmarketplace.com/deals/ss.cgi?d=32147
2008,16-Jan-08,SWEET DATES IN BASRA,Jessica Jiji,William Morrow,Fiction: General/Other,Jewish,28543,https://www.publishersmarketplace.com/deals/ss.cgi?d=28543
2008,15-Apr-08,THE FIFTH SERVANT,Kenneth Wishnia,William Morrow,Fiction: Debut,Jewish,30453,https://www.publishersmarketplace.com/deals/ss.cgi?d=30453
2008,9-Oct-08,THE LORD IS MY SHEPHERD,Debbie Viguie,Abingdon Press,Fiction: Mystery/Crime,Jewish,33984,https://www.publishersmarketplace.com/deals/ss.cgi?d=33984
2008,10-Jul-08,THE TENTH SONG,Naomi Ragen,St. Martin's,Fiction: General/Other,Israel,32181,https://www.publishersmarketplace.com/deals/ss.cgi?d=32181
2008,9-Aug-08,TOMATO RHAPSODY,Adam Schell,Bantam Dell,Fiction: Debut,Jews,33088,https://www.publishersmarketplace.com/deals/ss.cgi?d=33088
2008,30-Sep-08,WILDFLOWERS OF TEREZIN,Robert Elmer,Abingdon Press,Fiction: Inspirational,Jewish; Jews,33709,https://www.publishersmarketplace.com/deals/ss.cgi?d=33709
2009,3-Mar-09,HIDDEN FACETS,Alan Orloff,Midnight Ink,Fiction: Mystery/Crime,Jew,36822,https://www.publishersmarketplace.com/deals/ss.cgi?d=36822
2009,26-Oct-09,HIGH AT THE BOTTOM,Stephen Wetta,Amy Einhorn Books,Fiction: Debut,Jewish,42078,https://www.publishersmarketplace.com/deals/ss.cgi?d=42078
2009,8-Apr-09,MR. ROSENBLUM'S LIST,Natasha Solomons,Reagan Arthur Books,Fiction: Debut,Jewish,37725,https://www.publishersmarketplace.com/deals/ss.cgi?d=37725
2009,13-Apr-09,RICH BOY,Sharon Pomerantz,Twelve,Fiction: Debut,Jewish,37814,https://www.publishersmarketplace.com/deals/ss.cgi?d=37814
2009,28-Apr-09,THE DEBBA,Avner Mandelman,Other Press,Fiction: Debut,Jews; Israel; Israeli,38218,https://www.publishersmarketplace.com/deals/ss.cgi?d=38218
2009,19-Oct-09,THE LITTLE BRIDE,Anna Solomon,Riverhead,Fiction: Debut,Jewish,41893,https://www.publishersmarketplace.com/deals/ss.cgi?d=41893
2009,8-Apr-09,THE MARRIAGE ARTIST,Andrew Winer,Holt,Fiction: General/Other,Jewish,37713,https://www.publishersmarketplace.com/deals/ss.cgi?d=37713
2009,9-Mar-09,THE SLEEPWALKERS,Paul Grossman,St. Martin's,Fiction: Thriller,Jewish,36978,https://www.publishersmarketplace.com/deals/ss.cgi?d=36978
2009,23-Jan-09,THE WAR AT BOM FIM,Moacyr Scliar,Texas Tech University Press,Fiction: General/Other,Jewish,35985,https://www.publishersmarketplace.com/deals/ss.cgi?d=35985
2010,2-Jun-10,13 FUGUES,Jennifer Natalya Fink,Dark Coast Press,Fiction: General/Other,Jewish,47328,https://www.publishersmarketplace.com/deals/ss.cgi?d=47328
2010,24-Sep-10,AN INTELLIGENT JEWESS,Janice Steinberg,Random House,Fiction: General/Other,Jewish,49799,https://www.publishersmarketplace.com/deals/ss.cgi?d=49799
2010,11-Nov-10,"BOXER, BEETLE",Ned Beauman,Bloomsbury,Fiction: Debut,Jewish,51109,https://www.publishersmarketplace.com/deals/ss.cgi?d=51109
2010,5-Nov-10,DEATH'S DOOR,James Benn,Soho Press,Fiction: Mystery/Crime,Jews,50925,https://www.publishersmarketplace.com/deals/ss.cgi?d=50925
2010,14-Apr-10,FAR TO GO,Alison Pick,Harper Perennial,Fiction: General/Other,Jewish,46124,https://www.publishersmarketplace.com/deals/ss.cgi?d=46124
2010,8-Feb-10,SCENES FROM A VILLAGE LIFE,Amos Oz,Houghton Mifflin Harcourt,Fiction: General/Other,Israel; Israeli,44310,https://www.publishersmarketplace.com/deals/ss.cgi?d=44310
2010,18-Feb-10,THE BOOK OF LIFE,Stuart Nadler,Reagan Arthur Books,Fiction: General/Other,Jewish,47130,https://www.publishersmarketplace.com/deals/ss.cgi?d=47130
2010,30-Aug-10,THE LIST,Martin Fletcher,Thomas Dunne Books,Fiction: General/Other,Jewish,49230,https://www.publishersmarketplace.com/deals/ss.cgi?d=49230
2010,17-Sep-10,THE LITTLE RUSSIAN,Susan Sherman,Counterpoint,Fiction: Debut,Jewish,49639,https://www.publishersmarketplace.com/deals/ss.cgi?d=49639
2010,7-Sep-10,THE MASTER'S WALL,Sandi Rog,DeWard,Fiction: Inspirational,Hebrew,49296,https://www.publishersmarketplace.com/deals/ss.cgi?d=49296
2010,20-May-10,THE ORIENTAL WIFE,Evelyn Toynton,Other Press,Fiction: General/Other,Jewish,47072,https://www.publishersmarketplace.com/deals/ss.cgi?d=47072
2010,12-Nov-10,THE PICNIC,Jaimy Gordon,Pantheon,Fiction: General/Other,Jewish; Jews,51161,https://www.publishersmarketplace.com/deals/ss.cgi?d=51161
2010,4-Jan-10,THE STORY OF MY PURITY,Francesco Pacifico,"Farrar, Straus",Fiction: General/Other,Jews,43509,https://www.publishersmarketplace.com/deals/ss.cgi?d=43509
2010,26-Apr-10,WHEN WE DANCED ON WATER,Evan Fallenberg,Harper Perennial,Fiction: Debut,Israeli,46415,https://www.publishersmarketplace.com/deals/ss.cgi?d=46415
2011,16-May-11,A WEDDING IN GREAT NECK,Yona Zeldis McDonough,NAL,Fiction: Romance,Israeli,55834,https://www.publishersmarketplace.com/deals/ss.cgi?d=55834
2011,19-Dec-11,AMERICAN GHOST,Janis Owens,Scribner,Fiction: General/Other,Jewish,61349,https://www.publishersmarketplace.com/deals/ss.cgi?d=61349
2011,7-Jul-11,IN SUNLIGHT AND IN SHADOW,Mark Helprin,Houghton Mifflin Harcourt,Fiction: General/Other,Jewish,57177,https://www.publishersmarketplace.com/deals/ss.cgi?d=57177
2011,9-Dec-11,ISCARIOT,Tosca Lee,Howard Books,Fiction: General/Other,Jew,61047,https://www.publishersmarketplace.com/deals/ss.cgi?d=61047
2011,8-Mar-11,KAFKA'S LEOPARDS,Moacyr Scliar,Texas Tech University Press,Fiction: General/Other,Jew,53873,https://www.publishersmarketplace.com/deals/ss.cgi?d=53873
2011,15-Jun-11,LITTLE BOYS LOST,Austin Ratner,Reagan Arthur Books,Fiction: General/Other,Jewish,56636,https://www.publishersmarketplace.com/deals/ss.cgi?d=56636
2011,17-Aug-11,RUNAWAY MAN,David Handler,Thomas Dunne Books,Fiction: Mystery/Crime,Jewish,58082,https://www.publishersmarketplace.com/deals/ss.cgi?d=58082
2011,29-Mar-11,TEMPLE FORTUNE,Francesca Segal,Voice,Fiction: General/Other,Jewish,54533,https://www.publishersmarketplace.com/deals/ss.cgi?d=54533
2011,27-Dec-11,THE ALMOND TREE,Michelle Cohen Corasanti,Garnet,Fiction: Debut,Israeli,61455,https://www.publishersmarketplace.com/deals/ss.cgi?d=61455
2011,10-Mar-11,THE DOVEKEEPERS,Alice Hoffman,Scribner,Fiction: General/Other,Jewish; Israel,53933,https://www.publishersmarketplace.com/deals/ss.cgi?d=53933
2011,24-Oct-11,THE LION SEEKER,Kenneth Bonert,Houghton Mifflin Harcourt,Fiction: General/Other,Jewish,59739,https://www.publishersmarketplace.com/deals/ss.cgi?d=59739
2011,2-Mar-11,THE MIDWIFE OF VENICE,Roberta Rich,Gallery,Fiction: Thriller,Jewish,53650,https://www.publishersmarketplace.com/deals/ss.cgi?d=53650
2011,7-Mar-11,THE NOVEL IN THE VIOLA,Natasha Solomons,Plume,Fiction: General/Other,Jewish,53840,https://www.publishersmarketplace.com/deals/ss.cgi?d=53840
2011,20-Sep-11,THE PLUM TREE,Ellen Wiseman,Kensington,Fiction: Debut,Jewish,58897,https://www.publishersmarketplace.com/deals/ss.cgi?d=58897
2011,2-Mar-11,THE SMELL OF PINE,Lara Vapnyar,Open City Books,Fiction: General/Other,Jews,53655,https://www.publishersmarketplace.com/deals/ss.cgi?d=53655
2011,11-Apr-11,TOMORROW THERE WILL BE APRICOTS,Jessica Soffer,Houghton Mifflin Harcourt,Fiction: General/Other,Jewish,54923,https://www.publishersmarketplace.com/deals/ss.cgi?d=54923
2012,28-Mar-12,A BRILLIANT NOVEL IN THE WORKS,Yuvi Zalkow,MP Publishing,Fiction: Debut,Israeli,64041,https://www.publishersmarketplace.com/deals/ss.cgi?d=64041
2012,16-Apr-12,untitled,Peter Golden,Atria,Fiction: General/Other,Jewish,64624,https://www.publishersmarketplace.com/deals/ss.cgi?d=64624
2012,11-Dec-12,HENNA,Nomi Eve,Scribner,Fiction: General/Other,Jewish,71168,https://www.publishersmarketplace.com/deals/ss.cgi?d=71168
2012,25-Oct-12,I PITY THE POOR IMMIGRANT,Zachary Lazar,"Little, Brown",Fiction: General/Other,Israeli,69945,https://www.publishersmarketplace.com/deals/ss.cgi?d=69945
2012,11-Dec-12,POISON PILL,Glenn Kaplan,Tor,Fiction: Thriller,Jewish,71113,https://www.publishersmarketplace.com/deals/ss.cgi?d=71113
2012,18-Apr-12,"REVENGE, A LOVE STORY",Martin Fletcher,Thomas Dunne Books,Fiction: General/Other,Jewish,64708,https://www.publishersmarketplace.com/deals/ss.cgi?d=64708
2012,31-May-12,SANDSTORM,Alan Lee,Forge,Fiction: Debut,Israel,65891,https://www.publishersmarketplace.com/deals/ss.cgi?d=65891
2012,24-Jan-12,SHE'S NOT HERE and ESTHER STORIES,Peter Orner,"Little, Brown",Fiction: General/Other,Jewish,62088,https://www.publishersmarketplace.com/deals/ss.cgi?d=62088
2012,23-Feb-12,THE 13TH TRIBE,Robert Liparulo,Thomas Nelson,Fiction: General/Other,Israel,62990,https://www.publishersmarketplace.com/deals/ss.cgi?d=62990
2012,6-Mar-12,THE AMBASSADOR'S DAUGHTER,Pam Jenoff,Mira,Fiction: Romance,Jewish,63311,https://www.publishersmarketplace.com/deals/ss.cgi?d=63311
2012,11-Dec-12,THE DUST WILL NEVER SETTLE,Mukul Deva,Tor,Fiction: Thriller,Israeli,71112,https://www.publishersmarketplace.com/deals/ss.cgi?d=71112
2012,14-Dec-12,THE LIE,Hesh Kestin,Scribner,Fiction: General/Other,Israeli,71351,https://www.publishersmarketplace.com/deals/ss.cgi?d=71351
2012,18-Oct-12,THE PARIS ARCHITECT,Charles Belfoure,Sourcebooks Landmark,Fiction: General/Other,Jews,69748,https://www.publishersmarketplace.com/deals/ss.cgi?d=69748
2012,26-Aug-12,THE Q MANIFESTO,Alan Schleimer,Stonegate Ink,Fiction: Thriller,Jewish,68097,https://www.publishersmarketplace.com/deals/ss.cgi?d=68097
2012,2-Aug-12,THE ROCKWAY STORIES,Tara Ison,Soft Skull,Fiction: General/Other,Judaism,67534,https://www.publishersmarketplace.com/deals/ss.cgi?d=67534
2012,31-Jan-12,THE SALT GOD'S DAUGHTER,Ilie Ruby,Soft Skull,Fiction: General/Other,Jewish,62314,https://www.publishersmarketplace.com/deals/ss.cgi?d=62314
2012,17-Oct-12,WHERE TREASURE HIDES,Johnnie Alexander Donley,Tyndale,Fiction: Inspirational,Jewish,69707,https://www.publishersmarketplace.com/deals/ss.cgi?d=69707
2013,28-Jan-13,A REPLACEMENT LIFE,Boris Fishman,Harper,Fiction: Debut,Jews,72289,https://www.publishersmarketplace.com/deals/ss.cgi?d=72289
2013,25-Mar-13,A WELL-TEMPERED HEART,Jan-Philipp Sendker,Other Press,Fiction: General/Other,Hebrew,74083,https://www.publishersmarketplace.com/deals/ss.cgi?d=74083
2013,16-May-13,DARK AEMILIA,Sally O'Reilly,Picador USA,Fiction: General/Other,Jewish,75663,https://www.publishersmarketplace.com/deals/ss.cgi?d=75663
